role,industry,company_size,lead_source,seniority,growth_rate,lead_score,timing_segment,day_of_week,send_hour,timezone_region,email_replied
CEO,Fintech,large,Conference,junior,0.163,0.265,CEO|Conference|Asia,Wednesday,0,Asia,0
CEO,Ecommerce,large,Conference,senior,0.534,0.416,CEO|Conference|Asia,Wednesday,4,Asia,0
HR Director,Healthcare,large,Referral,mid,0.603,0.392,HR Director|Referral|Asia,Friday,23,Asia,0
CEO,Healthcare,medium,ColdList,mid,0.83,0.478,CEO|ColdList|US,Sunday,9,US,1
CTO,Healthcare,enterprise,Referral,mid,0.27,0.361,CTO|Referral|Europe,Monday,3,Europe,0
HR Director,Fintech,large,ColdList,mid,0.972,0.396,HR Director|ColdList|Europe,Thursday,6,Europe,0
CEO,Fintech,medium,ColdList,executive,0.032,0.268,CEO|ColdList|Europe,Wednesday,8,Europe,0
HR Director,AI,medium,ColdList,senior,0.934,0.439,HR Director|ColdList|US,Monday,2,US,0
Marketing Manager,Ecommerce,large,Conference,senior,0.167,0.261,Marketing Manager|Conference|Asia,Sunday,2,Asia,0
HR Director,AI,enterprise,Referral,junior,0.899,0.431,HR Director|Referral|Asia,Monday,5,Asia,0
VP Sales,Ecommerce,medium,ColdList,executive,0.288,0.39,VP Sales|ColdList|Asia,Friday,19,Asia,0
CEO,AI,medium,Inbound,executive,0.375,0.424,CEO|Inbound|US,Saturday,18,US,0
Marketing Manager,SaaS,large,ColdList,junior,0.797,0.404,Marketing Manager|ColdList|Europe,Tuesday,8,Europe,0
CEO,SaaS,large,Conference,mid,0.26,0.275,CEO|Conference|US,Saturday,6,US,0
VP Sales,AI,medium,Conference,executive,0.94,0.527,VP Sales|Conference|Asia,Wednesday,6,Asia,1
Marketing Manager,Healthcare,small,Conference,executive,0.736,0.464,Marketing Manager|Conference|US,Friday,12,US,0
HR Director,Healthcare,medium,Conference,senior,0.607,0.381,HR Director|Conference|US,Sunday,4,US,0
HR Director,SaaS,enterprise,ColdList,junior,0.425,0.216,HR Director|ColdList|Europe,Sunday,8,Europe,0
CEO,AI,small,Referral,mid,0.081,0.334,CEO|Referral|Europe,Monday,0,Europe,0
CEO,Ecommerce,enterprise,Inbound,mid,0.639,0.433,CEO|Inbound|US,Monday,5,US,0
HR Director,Ecommerce,large,Referral,senior,0.037,0.291,HR Director|Referral|Europe,Thursday,19,Europe,0
VP Sales,Ecommerce,large,Referral,junior,0.931,0.517,VP Sales|Referral|Europe,Saturday,2,Europe,0
VP Sales,SaaS,enterprise,Referral,executive,0.17,0.343,VP Sales|Referral|Europe,Saturday,17,Europe,0
CEO,Ecommerce,large,Inbound,senior,0.457,0.444,CEO|Inbound|Europe,Wednesday,21,Europe,0
VP Sales,Ecommerce,medium,Inbound,mid,0.029,0.284,VP Sales|Inbound|Europe,Wednesday,15,Europe,0
Founder,Fintech,enterprise,Conference,executive,0.016,0.252,Founder|Conference|Asia,Wednesday,23,Asia,0
Marketing Manager,Ecommerce,small,ColdList,junior,0.772,0.331,Marketing Manager|ColdList|Asia,Sunday,7,Asia,0
VP Sales,SaaS,medium,Inbound,senior,0.767,0.525,VP Sales|Inbound|Asia,Saturday,13,Asia,0
Founder,Healthcare,medium,ColdList,senior,0.677,0.416,Founder|ColdList|Europe,Thursday,0,Europe,0
CTO,SaaS,large,Referral,executive,0.165,0.423,CTO|Referral|Europe,Tuesday,12,Europe,1
CTO,Fintech,large,ColdList,senior,0.061,0.236,CTO|ColdList|Asia,Wednesday,19,Asia,0
CEO,AI,medium,Conference,executive,0.764,0.54,CEO|Conference|US,Friday,10,US,0
HR Director,AI,large,Conference,mid,0.486,0.341,HR Director|Conference|Asia,Sunday,8,Asia,0
HR Director,Fintech,large,LinkedIn,mid,0.171,0.254,HR Director|LinkedIn|Asia,Wednesday,23,Asia,0
HR Director,SaaS,small,Conference,senior,0.773,0.434,HR Director|Conference|Europe,Sunday,5,Europe,0
Marketing Manager,Ecommerce,enterprise,ColdList,mid,0.209,0.169,Marketing Manager|ColdList|Europe,Friday,12,Europe,0
Founder,Ecommerce,small,Referral,junior,0.82,0.501,Founder|Referral|Europe,Saturday,16,Europe,0
Marketing Manager,SaaS,large,Inbound,junior,0.941,0.479,Marketing Manager|Inbound|Europe,Wednesday,4,Europe,0
CEO,Ecommerce,large,LinkedIn,mid,0.676,0.446,CEO|LinkedIn|Europe,Friday,15,Europe,0
VP Sales,SaaS,large,Referral,executive,0.748,0.56,VP Sales|Referral|US,Monday,8,US,0
CEO,Fintech,large,Conference,junior,0.069,0.259,CEO|Conference|Asia,Friday,15,Asia,0
HR Director,Healthcare,large,Inbound,mid,0.659,0.377,HR Director|Inbound|US,Saturday,16,US,0
VP Sales,SaaS,enterprise,LinkedIn,mid,0.202,0.255,VP Sales|LinkedIn|Asia,Sunday,23,Asia,0
Marketing Manager,SaaS,large,Referral,executive,0.653,0.486,Marketing Manager|Referral|US,Sunday,13,US,0
CEO,SaaS,medium,Conference,junior,0.731,0.451,CEO|Conference|US,Saturday,2,US,0
HR Director,Healthcare,enterprise,Conference,executive,0.455,0.369,HR Director|Conference|Europe,Sunday,13,Europe,0
Marketing Manager,AI,large,Inbound,junior,0.208,0.255,Marketing Manager|Inbound|Asia,Friday,3,Asia,0
Marketing Manager,SaaS,small,LinkedIn,mid,0.382,0.277,Marketing Manager|LinkedIn|Europe,Tuesday,18,Europe,1
Founder,Fintech,medium,Referral,mid,0.653,0.487,Founder|Referral|Europe,Monday,6,Europe,0
HR Director,Ecommerce,large,ColdList,junior,0.465,0.242,HR Director|ColdList|Europe,Tuesday,12,Europe,0
CTO,Healthcare,enterprise,ColdList,junior,0.32,0.264,CTO|ColdList|Europe,Monday,23,Europe,0
CTO,Healthcare,large,Inbound,mid,0.735,0.472,CTO|Inbound|US,Wednesday,21,US,0
VP Sales,Fintech,small,Referral,senior,0.054,0.369,VP Sales|Referral|Europe,Friday,10,Europe,0
CEO,Fintech,large,Inbound,mid,0.454,0.387,CEO|Inbound|US,Sunday,3,US,0
Founder,Ecommerce,small,Inbound,senior,0.83,0.547,Founder|Inbound|Europe,Wednesday,2,Europe,0
HR Director,Ecommerce,large,ColdList,executive,0.657,0.374,HR Director|ColdList|Europe,Wednesday,9,Europe,0
Founder,SaaS,small,ColdList,junior,0.969,0.52,Founder|ColdList|US,Tuesday,9,US,0
VP Sales,Healthcare,large,ColdList,senior,0.494,0.385,VP Sales|ColdList|Asia,Monday,2,Asia,0
Marketing Manager,SaaS,small,ColdList,executive,0.451,0.351,Marketing Manager|ColdList|Asia,Monday,23,Asia,0
HR Director,AI,small,Referral,junior,0.057,0.212,HR Director|Referral|Asia,Saturday,9,Asia,0
HR Director,Healthcare,medium,ColdList,executive,0.043,0.19,HR Director|ColdList|Europe,Tuesday,3,Europe,0
VP Sales,Ecommerce,medium,LinkedIn,executive,0.885,0.575,VP Sales|LinkedIn|Europe,Wednesday,15,Europe,0
CEO,Ecommerce,medium,Referral,executive,0.49,0.524,CEO|Referral|US,Friday,10,US,1
VP Sales,Ecommerce,small,ColdList,senior,0.743,0.437,VP Sales|ColdList|Europe,Monday,22,Europe,0
VP Sales,Healthcare,large,LinkedIn,mid,0.421,0.338,VP Sales|LinkedIn|Europe,Saturday,7,Europe,0
Marketing Manager,AI,small,Conference,junior,0.864,0.429,Marketing Manager|Conference|US,Monday,7,US,0
CEO,AI,large,LinkedIn,mid,0.373,0.352,CEO|LinkedIn|US,Friday,12,US,0
HR Director,Healthcare,enterprise,ColdList,executive,0.58,0.351,HR Director|ColdList|Asia,Friday,9,Asia,0
Founder,Healthcare,medium,LinkedIn,executive,0.93,0.56,Founder|LinkedIn|US,Monday,11,US,0
VP Sales,Ecommerce,medium,Referral,senior,0.814,0.528,VP Sales|Referral|Europe,Saturday,2,Europe,0
CEO,Healthcare,large,Conference,junior,0.111,0.291,CEO|Conference|US,Thursday,6,US,0
VP Sales,Fintech,enterprise,LinkedIn,senior,0.667,0.43,VP Sales|LinkedIn|US,Tuesday,12,US,1
VP Sales,Fintech,large,Conference,executive,0.206,0.354,VP Sales|Conference|Europe,Saturday,11,Europe,0
CEO,Ecommerce,large,LinkedIn,junior,0.799,0.441,CEO|LinkedIn|US,Monday,22,US,0
CTO,Fintech,medium,ColdList,mid,0.709,0.385,CTO|ColdList|Europe,Wednesday,22,Europe,0
HR Director,Fintech,large,Conference,junior,0.116,0.174,HR Director|Conference|US,Friday,22,US,0
CTO,Healthcare,large,Inbound,executive,0.967,0.588,CTO|Inbound|Asia,Saturday,2,Asia,0
CTO,SaaS,small,Referral,junior,0.467,0.446,CTO|Referral|US,Sunday,19,US,0
VP Sales,Healthcare,medium,Conference,senior,0.48,0.384,VP Sales|Conference|Asia,Friday,2,Asia,0
Founder,Ecommerce,large,ColdList,junior,0.192,0.228,Founder|ColdList|Asia,Saturday,15,Asia,0
Marketing Manager,SaaS,medium,Conference,senior,0.219,0.285,Marketing Manager|Conference|US,Saturday,22,US,0
HR Director,AI,large,Referral,executive,0.953,0.583,HR Director|Referral|Europe,Wednesday,13,Europe,1
HR Director,Fintech,small,ColdList,executive,0.501,0.373,HR Director|ColdList|Europe,Friday,1,Europe,0
VP Sales,AI,medium,ColdList,senior,0.795,0.451,VP Sales|ColdList|Asia,Friday,2,Asia,0
Founder,Fintech,medium,LinkedIn,junior,0.328,0.327,Founder|LinkedIn|Europe,Wednesday,18,Europe,0
CEO,Healthcare,small,Conference,senior,0.44,0.394,CEO|Conference|US,Sunday,11,US,0
HR Director,Healthcare,small,Inbound,senior,0.657,0.449,HR Director|Inbound|Asia,Saturday,18,Asia,0
Founder,AI,large,Inbound,senior,0.19,0.372,Founder|Inbound|Europe,Sunday,23,Europe,0
VP Sales,Healthcare,small,Referral,executive,0.343,0.483,VP Sales|Referral|Asia,Wednesday,0,Asia,0
Founder,SaaS,large,Inbound,senior,0.72,0.477,Founder|Inbound|Asia,Saturday,14,Asia,0
HR Director,AI,medium,Conference,junior,0.924,0.411,HR Director|Conference|US,Friday,9,US,0
CTO,Ecommerce,large,Referral,executive,0.034,0.323,CTO|Referral|Asia,Friday,15,Asia,0
HR Director,Fintech,small,Referral,mid,0.551,0.357,HR Director|Referral|US,Friday,3,US,0
VP Sales,Healthcare,enterprise,Conference,mid,0.443,0.34,VP Sales|Conference|Asia,Monday,6,Asia,0
CEO,Healthcare,large,Conference,executive,0.001,0.311,CEO|Conference|Asia,Saturday,3,Asia,0
Marketing Manager,Healthcare,large,Referral,executive,0.489,0.418,Marketing Manager|Referral|Europe,Monday,10,Europe,0
CTO,Healthcare,large,Inbound,junior,0.59,0.474,CTO|Inbound|Europe,Saturday,10,Europe,0
VP Sales,Fintech,small,ColdList,executive,0.534,0.397,VP Sales|ColdList|Europe,Monday,5,Europe,0
CEO,Healthcare,enterprise,Referral,senior,0.272,0.391,CEO|Referral|US,Thursday,16,US,0
Marketing Manager,SaaS,small,ColdList,executive,0.122,0.266,Marketing Manager|ColdList|Europe,Wednesday,19,Europe,1
Founder,SaaS,small,Conference,mid,0.519,0.381,Founder|Conference|Europe,Wednesday,8,Europe,1
Marketing Manager,Healthcare,large,Referral,executive,0.753,0.538,Marketing Manager|Referral|Asia,Tuesday,18,Asia,1
CEO,SaaS,large,Inbound,executive,0.498,0.438,CEO|Inbound|US,Friday,7,US,0
CEO,Ecommerce,large,Referral,senior,0.63,0.509,CEO|Referral|Asia,Monday,2,Asia,0
Marketing Manager,SaaS,large,Referral,senior,0.063,0.274,Marketing Manager|Referral|Asia,Tuesday,10,Asia,0
CTO,Fintech,medium,Referral,executive,0.679,0.503,CTO|Referral|Europe,Thursday,12,Europe,0
HR Director,Ecommerce,large,LinkedIn,mid,0.781,0.41,HR Director|LinkedIn|US,Sunday,9,US,0
VP Sales,Ecommerce,medium,Inbound,executive,0.287,0.386,VP Sales|Inbound|Asia,Saturday,22,Asia,0
VP Sales,Fintech,medium,Inbound,mid,0.634,0.464,VP Sales|Inbound|Europe,Sunday,21,Europe,0
CEO,Ecommerce,medium,LinkedIn,executive,0.122,0.338,CEO|LinkedIn|US,Wednesday,17,US,1
CTO,SaaS,enterprise,Inbound,executive,0.056,0.353,CTO|Inbound|Europe,Thursday,14,Europe,0
HR Director,Ecommerce,medium,LinkedIn,mid,0.059,0.182,HR Director|LinkedIn|Europe,Tuesday,16,Europe,1
Founder,Ecommerce,medium,Referral,junior,0.209,0.348,Founder|Referral|Europe,Monday,12,Europe,0
HR Director,Fintech,large,Inbound,executive,0.662,0.443,HR Director|Inbound|Europe,Tuesday,12,Europe,1
VP Sales,AI,enterprise,Conference,senior,0.698,0.43,VP Sales|Conference|Asia,Monday,22,Asia,0
CEO,AI,enterprise,ColdList,senior,0.678,0.382,CEO|ColdList|Asia,Sunday,16,Asia,0
VP Sales,Ecommerce,small,LinkedIn,senior,0.948,0.521,VP Sales|LinkedIn|US,Sunday,3,US,0
CEO,Ecommerce,large,LinkedIn,senior,0.46,0.398,CEO|LinkedIn|Europe,Wednesday,23,Europe,0
HR Director,Healthcare,small,Inbound,mid,0.504,0.329,HR Director|Inbound|Asia,Tuesday,2,Asia,0
CEO,Healthcare,large,Inbound,executive,0.052,0.364,CEO|Inbound|Asia,Saturday,9,Asia,0
CEO,Fintech,medium,Referral,senior,0.624,0.516,CEO|Referral|Europe,Wednesday,4,Europe,0
Marketing Manager,AI,enterprise,Inbound,mid,0.402,0.328,Marketing Manager|Inbound|US,Friday,17,US,0
Marketing Manager,Fintech,enterprise,LinkedIn,executive,0.11,0.242,Marketing Manager|LinkedIn|Asia,Friday,23,Asia,0
Founder,Healthcare,enterprise,ColdList,executive,0.418,0.378,Founder|ColdList|US,Sunday,5,US,0
Marketing Manager,AI,enterprise,Inbound,executive,0.752,0.463,Marketing Manager|Inbound|Europe,Saturday,5,Europe,0
CTO,Ecommerce,medium,Referral,senior,0.09,0.38,CTO|Referral|US,Sunday,22,US,0
HR Director,SaaS,enterprise,Referral,senior,0.241,0.275,HR Director|Referral|Asia,Friday,8,Asia,0
Marketing Manager,AI,small,Inbound,mid,0.318,0.28,Marketing Manager|Inbound|US,Friday,7,US,0
Marketing Manager,Healthcare,medium,LinkedIn,mid,0.905,0.428,Marketing Manager|LinkedIn|US,Tuesday,16,US,0
Founder,SaaS,large,Conference,executive,0.36,0.408,Founder|Conference|Asia,Monday,13,Asia,1
CEO,Fintech,large,LinkedIn,executive,0.173,0.334,CEO|LinkedIn|Asia,Friday,13,Asia,0
Marketing Manager,Healthcare,enterprise,LinkedIn,mid,0.211,0.223,Marketing Manager|LinkedIn|Europe,Friday,5,Europe,0
HR Director,AI,enterprise,Conference,mid,0.393,0.25,HR Director|Conference|US,Monday,12,US,1
CTO,SaaS,enterprise,Referral,executive,0.967,0.58,CTO|Referral|US,Tuesday,16,US,0
Marketing Manager,Ecommerce,small,Inbound,senior,0.783,0.465,Marketing Manager|Inbound|Europe,Saturday,15,Europe,0
CEO,AI,medium,LinkedIn,mid,0.943,0.472,CEO|LinkedIn|Asia,Monday,22,Asia,0
VP Sales,Fintech,medium,Inbound,senior,0.363,0.385,VP Sales|Inbound|US,Wednesday,9,US,0
VP Sales,Ecommerce,enterprise,Referral,mid,0.895,0.531,VP Sales|Referral|US,Wednesday,2,US,0
CTO,SaaS,enterprise,Conference,junior,0.74,0.457,CTO|Conference|US,Sunday,1,US,0
Founder,SaaS,small,Conference,senior,0.612,0.468,Founder|Conference|Asia,Wednesday,6,Asia,0
HR Director,Healthcare,medium,ColdList,senior,0.073,0.211,HR Director|ColdList|Europe,Monday,13,Europe,1
VP Sales,Fintech,medium,LinkedIn,executive,0.349,0.38,VP Sales|LinkedIn|Asia,Sunday,5,Asia,0
Founder,Fintech,large,ColdList,senior,0.847,0.501,Founder|ColdList|US,Monday,14,US,1
VP Sales,Fintech,large,LinkedIn,mid,0.244,0.319,VP Sales|LinkedIn|Europe,Saturday,0,Europe,0
VP Sales,Healthcare,small,ColdList,senior,0.234,0.328,VP Sales|ColdList|US,Tuesday,21,US,0
VP Sales,Ecommerce,large,ColdList,senior,0.736,0.48,VP Sales|ColdList|Asia,Monday,5,Asia,0
Marketing Manager,Ecommerce,medium,Referral,junior,0.821,0.492,Marketing Manager|Referral|Asia,Tuesday,16,Asia,0
CEO,SaaS,large,Referral,junior,0.845,0.487,CEO|Referral|Asia,Sunday,12,Asia,1
Founder,Healthcare,medium,ColdList,junior,0.851,0.467,Founder|ColdList|Europe,Sunday,1,Europe,0
HR Director,Ecommerce,small,Referral,senior,0.239,0.316,HR Director|Referral|US,Tuesday,22,US,0
Marketing Manager,Ecommerce,enterprise,Referral,mid,0.561,0.331,Marketing Manager|Referral|Europe,Friday,9,Europe,0
HR Director,Fintech,enterprise,Conference,senior,0.257,0.243,HR Director|Conference|Asia,Friday,18,Asia,0
Marketing Manager,Ecommerce,small,Referral,mid,0.985,0.486,Marketing Manager|Referral|Asia,Friday,13,Asia,0
HR Director,Fintech,medium,Inbound,junior,0.515,0.392,HR Director|Inbound|Europe,Sunday,0,Europe,0
HR Director,Ecommerce,enterprise,LinkedIn,senior,0.585,0.358,HR Director|LinkedIn|US,Sunday,10,US,0
CEO,SaaS,small,Inbound,junior,0.483,0.411,CEO|Inbound|Europe,Wednesday,8,Europe,1
CTO,Healthcare,small,Conference,senior,0.854,0.526,CTO|Conference|US,Monday,0,US,0
Founder,AI,enterprise,ColdList,executive,0.754,0.469,Founder|ColdList|Europe,Thursday,9,Europe,0
VP Sales,Fintech,medium,Conference,executive,0.73,0.485,VP Sales|Conference|Europe,Sunday,9,Europe,0
Founder,SaaS,medium,Conference,mid,0.501,0.404,Founder|Conference|US,Tuesday,11,US,0
Marketing Manager,SaaS,large,Referral,mid,0.774,0.418,Marketing Manager|Referral|US,Monday,12,US,0
VP Sales,Healthcare,large,Referral,executive,0.419,0.445,VP Sales|Referral|US,Wednesday,17,US,0
VP Sales,Healthcare,small,Conference,senior,0.149,0.277,VP Sales|Conference|Asia,Sunday,20,Asia,0
Marketing Manager,Fintech,medium,Inbound,mid,0.011,0.221,Marketing Manager|Inbound|US,Friday,11,US,0
VP Sales,SaaS,large,Referral,mid,0.6,0.441,VP Sales|Referral|US,Friday,14,US,1
Marketing Manager,Ecommerce,enterprise,ColdList,executive,0.978,0.44,Marketing Manager|ColdList|Europe,Wednesday,23,Europe,0
VP Sales,SaaS,large,Inbound,junior,0.576,0.397,VP Sales|Inbound|Asia,Thursday,14,Asia,0
VP Sales,AI,enterprise,Conference,mid,0.61,0.367,VP Sales|Conference|Asia,Monday,1,Asia,0
VP Sales,Fintech,enterprise,Inbound,junior,0.923,0.492,VP Sales|Inbound|US,Friday,23,US,0
Marketing Manager,Healthcare,large,Referral,junior,0.474,0.395,Marketing Manager|Referral|US,Saturday,5,US,0
VP Sales,Healthcare,small,Conference,junior,0.387,0.327,VP Sales|Conference|US,Friday,14,US,0
CTO,SaaS,large,Inbound,senior,0.44,0.419,CTO|Inbound|Europe,Friday,22,Europe,0
VP Sales,AI,enterprise,Referral,junior,0.553,0.398,VP Sales|Referral|US,Tuesday,18,US,0
HR Director,Ecommerce,large,Referral,senior,0.577,0.432,HR Director|Referral|US,Saturday,18,US,0
Marketing Manager,SaaS,large,Inbound,senior,0.876,0.463,Marketing Manager|Inbound|Asia,Tuesday,14,Asia,0
VP Sales,Healthcare,medium,LinkedIn,senior,0.368,0.372,VP Sales|LinkedIn|US,Thursday,15,US,0
Marketing Manager,AI,small,ColdList,senior,0.002,0.162,Marketing Manager|ColdList|Asia,Monday,23,Asia,0
CTO,Fintech,medium,LinkedIn,junior,0.727,0.465,CTO|LinkedIn|Europe,Wednesday,1,Europe,0
VP Sales,Ecommerce,medium,Referral,senior,0.749,0.564,VP Sales|Referral|Europe,Wednesday,4,Europe,0
Founder,Healthcare,medium,ColdList,junior,0.797,0.448,Founder|ColdList|Europe,Saturday,19,Europe,0
Marketing Manager,AI,enterprise,ColdList,executive,0.836,0.404,Marketing Manager|ColdList|Asia,Saturday,21,Asia,0
CTO,AI,medium,Inbound,mid,0.355,0.393,CTO|Inbound|US,Saturday,18,US,0
CTO,Ecommerce,large,Referral,executive,0.002,0.334,CTO|Referral|Europe,Saturday,3,Europe,0
CTO,Fintech,large,Conference,junior,0.047,0.246,CTO|Conference|US,Monday,6,US,0
Marketing Manager,Fintech,enterprise,LinkedIn,executive,0.11,0.29,Marketing Manager|LinkedIn|Asia,Tuesday,14,Asia,0
VP Sales,Healthcare,medium,ColdList,junior,0.41,0.365,VP Sales|ColdList|US,Sunday,9,US,0
Founder,SaaS,large,Referral,junior,0.487,0.418,Founder|Referral|Europe,Saturday,13,Europe,0
VP Sales,SaaS,medium,ColdList,senior,0.247,0.348,VP Sales|ColdList|Asia,Monday,12,Asia,1
Founder,AI,enterprise,ColdList,executive,0.126,0.276,Founder|ColdList|Europe,Thursday,1,Europe,0
CEO,SaaS,medium,Conference,junior,0.391,0.373,CEO|Conference|Asia,Monday,10,Asia,0
CEO,Healthcare,small,Referral,senior,0.03,0.296,CEO|Referral|US,Friday,15,US,0
HR Director,SaaS,enterprise,Conference,executive,0.435,0.302,HR Director|Conference|Asia,Wednesday,9,Asia,0
Marketing Manager,Fintech,small,Conference,senior,0.221,0.307,Marketing Manager|Conference|US,Tuesday,22,US,0
CTO,Healthcare,small,ColdList,junior,0.24,0.273,CTO|ColdList|Europe,Friday,1,Europe,0
VP Sales,Ecommerce,enterprise,ColdList,senior,0.332,0.282,VP Sales|ColdList|Europe,Wednesday,4,Europe,0
HR Director,AI,large,Conference,junior,0.364,0.245,HR Director|Conference|Europe,Tuesday,19,Europe,0
Marketing Manager,AI,small,Referral,mid,0.344,0.353,Marketing Manager|Referral|Asia,Saturday,18,Asia,0
VP Sales,Fintech,large,Inbound,executive,0.597,0.482,VP Sales|Inbound|US,Sunday,12,US,0
CEO,AI,large,LinkedIn,senior,0.087,0.31,CEO|LinkedIn|Europe,Sunday,18,Europe,0
CEO,Healthcare,large,Inbound,senior,0.218,0.385,CEO|Inbound|Europe,Sunday,5,Europe,0
Marketing Manager,Ecommerce,small,LinkedIn,executive,0.423,0.393,Marketing Manager|LinkedIn|US,Tuesday,3,US,0
Marketing Manager,Healthcare,small,ColdList,mid,0.939,0.393,Marketing Manager|ColdList|Europe,Sunday,13,Europe,0
HR Director,AI,enterprise,LinkedIn,junior,0.98,0.437,HR Director|LinkedIn|Europe,Monday,3,Europe,0
VP Sales,SaaS,large,LinkedIn,senior,0.246,0.352,VP Sales|LinkedIn|Asia,Sunday,9,Asia,0
HR Director,SaaS,medium,Conference,junior,0.488,0.335,HR Director|Conference|US,Friday,7,US,0
Founder,Ecommerce,small,ColdList,junior,0.547,0.34,Founder|ColdList|US,Wednesday,0,US,1
CTO,Ecommerce,small,LinkedIn,senior,0.377,0.412,CTO|LinkedIn|Europe,Saturday,7,Europe,0
VP Sales,Ecommerce,small,Referral,junior,0.778,0.524,VP Sales|Referral|Europe,Monday,3,Europe,0
CEO,SaaS,medium,ColdList,executive,0.963,0.511,CEO|ColdList|Europe,Sunday,13,Europe,0
HR Director,AI,medium,Conference,mid,0.052,0.195,HR Director|Conference|Asia,Sunday,8,Asia,0
Founder,AI,small,Referral,executive,0.004,0.331,Founder|Referral|US,Friday,4,US,0
HR Director,Healthcare,large,Conference,senior,0.495,0.34,HR Director|Conference|Europe,Sunday,3,Europe,0
Founder,SaaS,medium,LinkedIn,senior,0.98,0.529,Founder|LinkedIn|US,Friday,11,US,0
VP Sales,AI,small,Conference,senior,0.352,0.399,VP Sales|Conference|US,Friday,12,US,0
Marketing Manager,Fintech,medium,Referral,mid,0.023,0.275,Marketing Manager|Referral|Asia,Tuesday,8,Asia,0
Marketing Manager,SaaS,medium,Conference,junior,0.893,0.455,Marketing Manager|Conference|Europe,Saturday,18,Europe,0
Marketing Manager,AI,enterprise,LinkedIn,junior,0.688,0.359,Marketing Manager|LinkedIn|US,Sunday,16,US,0
Founder,Fintech,large,ColdList,senior,0.84,0.476,Founder|ColdList|Europe,Saturday,20,Europe,0
Founder,SaaS,medium,LinkedIn,executive,0.612,0.447,Founder|LinkedIn|Asia,Wednesday,12,Asia,0
VP Sales,Fintech,enterprise,Conference,mid,0.139,0.226,VP Sales|Conference|US,Thursday,17,US,0
Marketing Manager,SaaS,medium,Inbound,senior,0.965,0.536,Marketing Manager|Inbound|Asia,Saturday,15,Asia,1
CEO,Ecommerce,small,LinkedIn,executive,0.497,0.41,CEO|LinkedIn|Europe,Saturday,0,Europe,0
CTO,Fintech,enterprise,Inbound,senior,0.267,0.332,CTO|Inbound|Asia,Tuesday,11,Asia,0
HR Director,AI,medium,Inbound,junior,0.031,0.238,HR Director|Inbound|US,Tuesday,5,US,0
